"Distracted","Drugs","NoRestraint","MultiFatality","Fire","HitAndRun","Speeding","previous_recorded_crashes","previous_dwi_convictions","previous_recorded_suspensions_and_revocations","travel_speed","Makers","DrunkDrivers","Incl_Weather","Intersection","date_of_crash","hour_of_crash"
0,0,0,0,0,0,0,0,0,0,65,"Toyota",0,0,1,2015-05-30,17
1,0,0,0,0,0,0,0,0,0,65,"Toyota",0,0,1,2015-05-30,17
0,0,0,0,1,0,0,0,0,0,63,"Toyota",1,0,0,2015-06-14,3
0,0,0,0,0,0,0,0,0,0,63,"Toyota",1,0,0,2015-06-14,3
0,0,0,0,0,0,0,0,0,0,43,"Toyota",0,0,1,2015-10-06,11
0,0,0,0,0,0,0,0,0,0,43,"Toyota",0,0,1,2015-10-06,11
0,0,0,0,0,0,0,0,0,0,10,"Toyota",0,0,1,2015-08-03,9
1,0,0,0,0,0,0,0,0,0,10,"Toyota",0,0,1,2015-08-03,9
0,0,1,1,0,0,0,0,0,0,64,"Toyota",0,0,0,2015-03-14,12
1,0,1,1,0,0,0,0,0,0,64,"Toyota",0,0,0,2015-03-14,12
0,0,0,1,0,0,0,0,0,0,64,"Toyota",0,0,0,2015-03-14,12
1,0,0,1,0,0,0,0,0,0,64,"Toyota",0,0,0,2015-03-14,12
0,0,0,1,0,0,0,0,0,0,64,"Toyota",0,0,0,2015-03-14,12
1,0,0,1,0,0,0,0,0,0,64,"Toyota",0,0,0,2015-03-14,12
1,0,0,0,0,0,0,0,0,2,43,"Toyota",1,0,0,2015-04-22,22
1,0,1,0,0,0,0,0,0,2,43,"Toyota",1,0,0,2015-04-22,22
0,0,0,0,0,0,0,0,0,0,35,"Toyota",0,0,0,2015-08-08,13
1,0,0,0,0,0,0,0,0,0,35,"Toyota",0,0,0,2015-08-08,13
0,0,0,0,0,0,0,0,0,0,35,"Toyota",0,0,0,2015-08-08,13
1,0,0,0,0,0,0,0,0,0,35,"Toyota",0,0,0,2015-08-08,13
0,0,0,0,0,0,0,0,0,0,35,"Toyota",0,0,0,2015-08-08,13
1,0,0,0,0,0,0,0,0,0,35,"Toyota",0,0,0,2015-08-08,13
0,0,0,0,0,0,0,0,0,0,45,"Toyota",0,0,1,2015-01-06,10
0,0,0,0,0,0,0,0,0,0,45,"Toyota",0,0,1,2015-01-06,10
0,0,0,0,0,0,0,0,0,0,0,"Toyota",0,0,1,2015-10-03,15
0,0,0,0,0,0,0,0,0,0,0,"Toyota",0,0,1,2015-10-03,15
0,1,1,0,0,0,0,0,0,0,0,"Toyota",0,0,1,2015-04-12,20
0,0,0,0,0,0,0,0,0,0,0,"Toyota",0,0,1,2015-04-12,20
0,0,0,0,0,0,0,0,0,0,0,"Toyota",0,0,0,2015-04-25,6
1,0,0,0,0,0,0,0,0,0,0,"Toyota",0,0,0,2015-04-25,6
0,0,0,0,0,0,0,0,0,0,12,"Toyota",0,0,1,2015-02-12,15
1,0,0,0,0,0,0,0,0,0,12,"Toyota",0,0,1,2015-02-12,15
1,0,0,0,0,0,0,0,0,0,12,"Toyota",0,0,1,2015-02-12,15
0,0,0,0,0,0,0,0,0,0,12,"Toyota",0,0,1,2015-02-12,15
1,0,0,0,0,0,0,0,0,0,12,"Toyota",0,0,1,2015-02-12,15
1,0,0,0,0,0,0,0,0,0,12,"Toyota",0,0,1,2015-02-12,15
0,0,1,0,0,0,0,0,0,0,40,"Toyota",0,0,1,2015-06-29,10
1,0,1,0,0,0,0,0,0,0,40,"Toyota",0,0,1,2015-06-29,10
0,0,0,0,0,0,0,0,0,0,40,"Toyota",0,0,1,2015-06-29,10
1,0,0,0,0,0,0,0,0,0,40,"Toyota",0,0,1,2015-06-29,10
0,0,0,0,0,0,0,0,0,0,40,"Toyota",0,0,1,2015-06-29,10
1,0,0,0,0,0,0,0,0,0,40,"Toyota",0,0,1,2015-06-29,10
0,0,0,0,0,0,0,0,0,0,35,"Toyota",1,1,1,2015-01-16,4
0,0,0,0,0,0,0,0,0,0,8,"Toyota",1,1,1,2015-08-11,16
0,1,0,0,0,0,0,0,0,0,8,"Toyota",1,1,1,2015-08-11,16
0,0,0,0,0,0,0,0,0,0,8,"Toyota",1,1,1,2015-08-11,16
0,0,0,0,0,0,0,0,0,0,8,"Toyota",0,1,0,2015-06-26,17
0,0,0,0,0,0,0,0,0,0,70,"Toyota",0,1,0,2015-03-20,4
0,0,0,0,0,0,0,0,0,0,70,"Toyota",0,1,0,2015-03-20,4
1,1,0,0,0,0,1,0,0,0,65,"Toyota",1,1,0,2015-10-17,4
1,0,1,0,0,0,1,0,0,0,65,"Toyota",1,1,0,2015-10-17,4
1,0,0,0,0,0,1,0,0,0,65,"Toyota",1,1,0,2015-10-17,4
1,0,0,0,0,0,1,0,0,0,65,"Toyota",1,1,0,2015-10-17,4
0,0,0,0,0,0,0,0,0,0,0,"Toyota",0,0,0,2015-11-18,15
0,0,0,0,0,0,0,0,0,0,0,"Toyota",0,0,0,2015-11-18,15
0,0,0,0,0,0,0,0,0,0,62,"Toyota",0,0,0,2015-10-07,12
1,0,0,0,0,0,0,0,0,0,62,"Toyota",0,0,0,2015-10-07,12
0,0,0,0,0,0,0,0,0,0,62,"Toyota",0,0,0,2015-10-07,12
1,0,0,0,0,0,0,0,0,0,62,"Toyota",0,0,0,2015-10-07,12
0,0,0,0,1,0,0,0,0,0,40,"Toyota",0,0,0,2015-03-08,12
1,0,0,0,1,0,0,0,0,0,40,"Toyota",0,0,0,2015-03-08,12
0,0,0,0,0,0,0,0,0,0,40,"Toyota",0,0,0,2015-03-08,12
1,0,0,0,0,0,0,0,0,0,40,"Toyota",0,0,0,2015-03-08,12
0,0,1,1,0,0,0,0,0,0,65,"Toyota",0,0,0,2015-09-18,7
0,0,0,1,0,0,0,0,0,0,65,"Toyota",0,0,0,2015-09-18,7
0,0,0,1,0,0,0,0,0,0,65,"Toyota",0,0,0,2015-09-18,7
0,0,0,0,0,0,1,0,0,0,85,"Toyota",0,0,0,2015-05-25,11
0,0,0,0,0,0,1,0,0,0,85,"Toyota",0,0,0,2015-05-25,11
0,1,0,0,0,0,0,0,0,0,25,"Toyota",0,0,1,2015-04-23,13
1,1,0,0,0,0,0,0,0,0,25,"Toyota",0,0,1,2015-04-23,13
0,0,0,0,0,0,0,0,0,0,25,"Toyota",0,0,1,2015-04-23,13
1,0,0,0,0,0,0,0,0,0,25,"Toyota",0,0,1,2015-04-23,13
0,0,1,0,0,0,0,2,0,0,65,"Toyota",1,1,0,2015-09-16,5
1,0,1,0,0,0,0,2,0,0,65,"Toyota",1,1,0,2015-09-16,5
0,0,0,0,0,0,0,2,0,0,65,"Toyota",1,1,0,2015-09-16,5
1,0,0,0,0,0,0,2,0,0,65,"Toyota",1,1,0,2015-09-16,5
0,0,0,0,0,0,1,0,0,0,35,"Toyota",0,1,0,2015-02-21,13
0,0,1,0,0,0,1,1,0,0,55,"Toyota",0,1,1,2015-03-21,18
1,0,0,0,0,0,0,0,0,0,20,"Toyota",0,0,1,2015-10-22,10
1,0,0,0,0,0,0,0,0,0,20,"Toyota",0,0,1,2015-10-22,10
1,0,1,0,0,0,0,0,0,0,20,"Toyota",0,0,1,2015-10-22,10
1,0,1,0,0,0,0,0,0,0,20,"Toyota",0,0,1,2015-10-22,10
0,0,0,0,0,0,0,0,0,0,0,"Toyota",1,0,0,2015-07-11,1
0,0,0,0,0,0,0,0,0,0,0,"Toyota",1,0,0,2015-07-11,1
0,0,1,0,0,0,0,0,0,0,0,"Toyota",1,0,0,2015-07-11,1
0,0,0,0,0,0,0,0,0,0,53,"Toyota",0,0,0,2015-03-17,17
1,0,0,0,0,0,0,0,0,0,53,"Toyota",0,0,0,2015-03-17,17
0,0,0,0,0,0,0,0,0,0,53,"Toyota",0,0,0,2015-03-17,17
1,0,0,0,0,0,0,0,0,0,53,"Toyota",0,0,0,2015-03-17,17
0,0,0,0,0,0,0,0,0,0,53,"Toyota",0,0,0,2015-03-17,17
1,0,0,0,0,0,0,0,0,0,53,"Toyota",0,0,0,2015-03-17,17
0,0,0,0,0,0,0,0,0,0,75,"Toyota",0,1,0,2015-04-17,0
0,0,0,0,0,0,0,0,0,0,75,"Toyota",0,1,0,2015-04-17,0
0,0,0,0,0,0,1,0,0,0,55,"Toyota",0,0,0,2015-08-29,5
1,0,0,0,0,0,1,0,0,0,55,"Toyota",0,0,0,2015-08-29,5
0,0,0,0,0,0,1,0,0,0,55,"Toyota",0,0,0,2015-08-29,5
1,0,0,0,0,0,1,0,0,0,55,"Toyota",0,0,0,2015-08-29,5
0,0,0,0,0,0,0,0,0,0,25,"Toyota",0,0,1,2015-12-09,16
0,0,0,0,0,0,0,0,0,0,25,"Toyota",0,0,1,2015-12-09,16
0,0,0,0,0,0,0,0,0,0,30,"Toyota",0,1,0,2015-06-29,18
0,0,0,0,0,0,0,0,0,0,30,"Toyota",0,1,0,2015-06-29,18
0,0,0,0,0,0,0,0,0,0,20,"Toyota",0,0,0,2015-02-16,12
1,0,0,0,0,0,0,0,0,0,20,"Toyota",0,0,0,2015-02-16,12
0,0,0,0,0,0,0,0,0,0,20,"Toyota",0,0,0,2015-02-16,12
1,0,0,0,0,0,0,0,0,0,20,"Toyota",0,0,0,2015-02-16,12
0,0,0,0,0,0,0,0,0,0,50,"Toyota",1,1,0,2015-01-13,4
0,0,1,0,0,0,0,0,0,0,50,"Toyota",1,1,0,2015-01-13,4
0,0,0,0,0,0,0,1,0,0,55,"Toyota",1,0,0,2015-03-07,14
1,0,0,0,0,0,0,1,0,0,55,"Toyota",1,0,0,2015-03-07,14
0,0,0,0,0,0,0,1,0,0,55,"Toyota",1,0,0,2015-03-07,14
1,0,0,0,0,0,0,1,0,0,55,"Toyota",1,0,0,2015-03-07,14
0,0,0,0,0,0,0,1,0,0,55,"Toyota",1,0,0,2015-03-07,14
1,0,0,0,0,0,0,1,0,0,55,"Toyota",1,0,0,2015-03-07,14
0,0,0,0,0,0,0,0,0,0,15,"Toyota",0,1,1,2015-08-10,13
0,0,0,1,0,0,0,1,0,0,58,"Toyota",0,0,0,2015-12-07,19
1,0,0,1,0,0,0,1,0,0,58,"Toyota",0,0,0,2015-12-07,19
0,0,1,1,0,0,0,1,0,0,58,"Toyota",0,0,0,2015-12-07,19
1,0,1,1,0,0,0,1,0,0,58,"Toyota",0,0,0,2015-12-07,19
0,0,0,1,0,0,0,1,0,0,58,"Toyota",0,0,0,2015-12-07,19
1,0,0,1,0,0,0,1,0,0,58,"Toyota",0,0,0,2015-12-07,19
0,0,1,0,0,0,0,0,0,1,10,"Toyota",1,0,1,2015-03-22,3
1,0,1,0,0,0,0,0,0,1,10,"Toyota",1,0,1,2015-03-22,3
0,0,0,0,0,0,0,0,0,0,45,"Toyota",0,1,1,2015-09-29,0
0,0,0,0,0,0,0,0,0,0,10,"Toyota",0,0,1,2015-11-01,11
0,0,0,1,0,0,0,0,0,0,0,"Toyota",0,0,0,2015-09-16,16
1,0,0,1,0,0,0,0,0,0,0,"Toyota",0,0,0,2015-09-16,16
0,0,0,1,0,0,0,0,0,0,0,"Toyota",0,0,0,2015-09-16,16
1,0,0,1,0,0,0,0,0,0,0,"Toyota",0,0,0,2015-09-16,16
0,0,0,1,0,0,0,0,0,0,0,"Toyota",0,0,0,2015-09-16,16
1,0,0,1,0,0,0,0,0,0,0,"Toyota",0,0,0,2015-09-16,16
0,0,0,1,0,0,0,0,0,0,0,"Toyota",0,0,0,2015-09-16,16
1,0,0,1,0,0,0,0,0,0,0,"Toyota",0,0,0,2015-09-16,16
0,0,0,0,0,0,0,0,0,0,20,"Toyota",1,0,1,2015-04-10,19
1,0,0,0,0,0,0,0,0,0,20,"Toyota",1,0,1,2015-04-10,19
0,0,0,0,0,0,0,0,0,0,20,"Toyota",1,0,1,2015-04-10,19
1,0,0,0,0,0,0,0,0,0,20,"Toyota",1,0,1,2015-04-10,19
0,0,0,0,0,0,0,1,0,0,33,"Toyota",0,1,1,2015-03-09,15
0,0,0,0,0,0,0,1,0,0,65,"Toyota",0,0,0,2015-12-26,10
1,0,0,0,0,0,0,1,0,0,65,"Toyota",0,0,0,2015-12-26,10
0,0,0,0,0,0,0,1,0,0,65,"Toyota",0,0,0,2015-12-26,10
1,0,0,0,0,0,0,1,0,0,65,"Toyota",0,0,0,2015-12-26,10
0,0,1,0,0,0,0,0,0,0,70,"Toyota",0,0,0,2015-09-15,18
1,0,1,0,0,0,0,0,0,0,70,"Toyota",0,0,0,2015-09-15,18
0,0,0,0,0,0,0,0,0,0,70,"Toyota",0,0,0,2015-09-15,18
1,0,0,0,0,0,0,0,0,0,70,"Toyota",0,0,0,2015-09-15,18
0,0,0,0,0,0,0,0,0,0,0,"Toyota",0,1,1,2015-03-30,15
1,0,0,0,0,0,0,0,0,0,0,"Toyota",0,1,1,2015-03-30,15
0,0,0,0,0,0,0,0,0,0,10,"Toyota",0,0,0,2015-01-02,6
0,0,0,0,0,0,0,0,0,0,10,"Toyota",0,0,0,2015-01-02,6
0,0,0,0,0,0,0,0,0,0,55,"Toyota",0,0,0,2015-10-11,7
0,0,0,0,0,0,0,0,0,0,45,"Toyota",0,1,1,2015-01-15,18
0,0,0,0,0,0,0,0,0,0,45,"Toyota",0,1,1,2015-01-15,18
0,0,0,0,0,0,1,0,0,0,70,"Toyota",0,0,0,2015-03-04,14
0,0,0,0,0,0,1,0,0,0,70,"Toyota",0,0,0,2015-03-04,14
0,0,0,0,0,0,1,0,0,0,70,"Toyota",0,0,0,2015-03-04,14
0,1,0,0,0,0,1,0,0,0,70,"Toyota",0,0,0,2015-03-04,14
0,0,1,0,0,0,1,0,0,0,70,"Toyota",0,0,0,2015-03-04,14
0,0,0,0,0,0,1,0,0,0,45,"Toyota",0,1,0,2015-01-03,9
0,0,1,0,0,0,1,0,0,0,45,"Toyota",0,1,0,2015-01-03,9
0,0,0,0,0,0,1,0,0,0,45,"Toyota",0,1,0,2015-01-03,9
0,0,0,0,0,0,0,0,0,0,0,"Toyota",0,0,0,2015-07-12,15
1,0,0,0,0,0,0,0,0,0,0,"Toyota",0,0,0,2015-07-12,15
0,0,0,0,0,0,0,0,0,0,0,"Toyota",0,0,0,2015-07-12,15
1,0,0,0,0,0,0,0,0,0,0,"Toyota",0,0,0,2015-07-12,15
0,0,0,0,0,0,0,0,0,0,0,"Toyota",0,0,0,2015-07-12,15
1,0,0,0,0,0,0,0,0,0,0,"Toyota",0,0,0,2015-07-12,15
0,0,1,0,0,0,0,0,0,0,0,"Toyota",0,0,0,2015-07-12,15
1,0,1,0,0,0,0,0,0,0,0,"Toyota",0,0,0,2015-07-12,15
0,0,0,0,0,0,0,0,0,0,67,"Toyota",0,0,0,2015-03-20,20
1,0,0,0,0,0,0,0,0,0,67,"Toyota",0,0,0,2015-03-20,20
0,0,0,0,0,0,0,0,0,0,67,"Toyota",0,0,0,2015-03-20,20
1,0,0,0,0,0,0,0,0,0,67,"Toyota",0,0,0,2015-03-20,20
0,0,0,1,0,0,0,0,0,0,0,"Toyota",0,0,0,2015-03-21,14
1,0,0,1,0,0,0,0,0,0,0,"Toyota",0,0,0,2015-03-21,14
0,0,1,1,0,0,0,0,0,0,0,"Toyota",0,0,0,2015-03-21,14
1,0,1,1,0,0,0,0,0,0,0,"Toyota",0,0,0,2015-03-21,14
0,0,0,1,0,0,0,0,0,0,0,"Toyota",0,0,0,2015-03-21,14
1,0,0,1,0,0,0,0,0,0,0,"Toyota",0,0,0,2015-03-21,14
0,0,0,1,0,0,0,0,0,0,0,"Toyota",0,0,0,2015-03-21,14
1,0,0,1,0,0,0,0,0,0,0,"Toyota",0,0,0,2015-03-21,14
0,0,0,1,0,0,0,0,0,0,0,"Toyota",0,0,0,2015-03-21,14
1,0,0,1,0,0,0,0,0,0,0,"Toyota",0,0,0,2015-03-21,14
0,0,0,0,0,0,0,0,0,0,45,"Toyota",0,1,1,2015-06-12,15
1,0,0,0,0,0,0,0,0,0,45,"Toyota",0,1,1,2015-06-12,15
0,0,0,1,0,0,0,0,0,0,0,"Toyota",0,1,0,2015-03-02,8
1,0,0,1,0,0,0,0,0,0,0,"Toyota",0,1,0,2015-03-02,8
0,0,0,1,0,0,0,0,0,0,0,"Toyota",0,1,0,2015-03-02,8
1,0,0,1,0,0,0,0,0,0,0,"Toyota",0,1,0,2015-03-02,8
0,0,0,1,0,0,0,0,0,0,0,"Toyota",0,1,0,2015-03-02,8
1,0,0,1,0,0,0,0,0,0,0,"Toyota",0,1,0,2015-03-02,8
0,0,1,1,0,0,0,0,0,0,0,"Toyota",0,1,0,2015-03-02,8
1,0,1,1,0,0,0,0,0,0,0,"Toyota",0,1,0,2015-03-02,8
0,0,0,0,0,0,1,1,0,0,75,"Toyota",0,0,0,2015-01-14,18
0,1,0,0,0,0,0,0,0,0,0,"Toyota",0,0,0,2015-09-14,16
0,0,0,0,0,0,0,0,0,0,0,"Toyota",0,0,0,2015-09-14,16
0,0,0,0,0,0,0,0,0,0,0,"Toyota",0,0,0,2015-09-14,16
0,1,1,0,0,0,0,0,0,0,0,"Toyota",0,0,1,2015-09-05,21
0,0,0,0,0,0,0,0,0,0,0,"Toyota",0,0,1,2015-09-05,21
0,0,0,0,0,0,0,0,0,0,0,"Toyota",0,0,1,2015-09-05,21
0,0,0,0,0,0,0,0,0,0,0,"Toyota",0,0,1,2015-07-03,13
1,0,0,0,0,0,0,0,0,0,0,"Toyota",0,0,1,2015-07-03,13
0,0,0,0,0,0,0,0,0,0,0,"Toyota",0,0,1,2015-07-03,13
1,0,0,0,0,0,0,0,0,0,0,"Toyota",0,0,1,2015-07-03,13
0,0,0,0,0,0,0,0,0,0,0,"Toyota",0,0,1,2015-07-03,13
1,0,0,0,0,0,0,0,0,0,0,"Toyota",0,0,1,2015-07-03,13
0,0,0,0,0,0,0,0,0,0,10,"Toyota",0,0,1,2015-03-08,22
0,0,0,0,0,0,0,0,0,0,10,"Toyota",0,0,1,2015-03-08,22
0,0,0,0,0,0,0,0,0,0,10,"Toyota",0,0,1,2015-03-08,22
0,0,0,0,0,0,0,0,0,0,15,"Toyota",1,0,1,2015-05-16,1
0,0,0,0,0,0,0,0,0,0,15,"Toyota",1,0,1,2015-05-16,1
0,0,0,0,0,0,0,0,0,0,0,"Toyota",0,0,1,2015-10-19,6
0,0,1,0,0,0,0,0,0,0,0,"Toyota",0,0,1,2015-10-19,6
0,0,0,0,0,0,0,0,0,0,0,"Toyota",0,0,1,2015-10-19,6
0,0,0,0,0,0,0,0,0,0,40,"Toyota",0,0,0,2015-12-14,14
0,0,0,0,0,0,0,0,0,0,40,"Toyota",0,0,0,2015-12-14,14
0,0,0,0,0,0,0,0,0,0,30,"Toyota",0,0,1,2015-03-31,9
0,0,1,0,0,0,0,0,0,0,30,"Toyota",0,0,1,2015-03-31,9
0,0,1,0,0,0,0,0,0,0,30,"Toyota",0,0,1,2015-03-31,9
0,0,0,0,0,0,0,0,0,0,10,"Toyota",1,0,1,2015-07-25,16
0,0,0,0,0,0,0,0,0,0,10,"Toyota",1,0,1,2015-07-25,16
0,0,0,0,0,0,0,0,0,0,10,"Toyota",1,0,1,2015-07-25,16
0,0,0,0,0,0,0,0,0,0,45,"Toyota",0,1,1,2015-11-08,13
0,0,0,0,0,0,0,0,0,0,45,"Toyota",0,1,1,2015-11-08,13
0,0,0,0,0,0,0,0,0,0,45,"Toyota",0,1,1,2015-11-08,13
0,0,0,0,0,0,0,0,0,0,45,"Toyota",0,0,1,2015-05-11,15
1,0,0,0,0,0,0,0,0,0,45,"Toyota",0,0,1,2015-05-11,15
0,0,0,0,0,0,0,0,0,0,45,"Toyota",0,0,1,2015-05-11,15
1,0,0,0,0,0,0,0,0,0,45,"Toyota",0,0,1,2015-05-11,15
0,0,1,0,0,0,0,0,0,0,45,"Toyota",0,0,1,2015-05-11,15
1,0,1,0,0,0,0,0,0,0,45,"Toyota",0,0,1,2015-05-11,15
0,0,0,1,0,0,0,1,0,0,55,"Toyota",0,0,0,2015-01-09,17
0,0,0,1,0,0,0,1,0,0,55,"Toyota",0,0,0,2015-01-09,17
0,1,0,1,0,0,0,1,0,0,55,"Toyota",0,0,0,2015-01-09,17
0,0,0,0,0,0,0,0,0,0,0,"Toyota",0,0,1,2015-11-07,17
0,0,0,0,0,0,0,0,0,0,0,"Toyota",0,0,1,2015-11-07,17
0,0,1,0,0,0,0,0,0,0,70,"Toyota",0,0,0,2015-02-20,6
0,0,0,0,0,0,0,0,0,0,70,"Toyota",0,0,0,2015-02-20,6
0,0,0,0,0,0,0,0,0,0,70,"Toyota",0,0,0,2015-02-20,6
0,1,0,0,0,0,0,0,0,0,70,"Toyota",0,0,0,2015-02-20,6
0,0,0,0,0,0,0,0,0,0,45,"Toyota",0,0,0,2015-06-03,7
1,0,0,0,0,0,0,0,0,0,45,"Toyota",0,0,0,2015-06-03,7
0,0,0,0,0,0,0,0,0,0,0,"Toyota",0,1,1,2015-11-16,16
0,0,1,0,0,0,0,0,0,0,0,"Toyota",0,1,1,2015-11-16,16
0,0,0,0,0,0,0,0,0,0,5,"Toyota",0,0,1,2015-07-12,20
0,0,0,0,0,0,0,0,0,0,5,"Toyota",0,0,1,2015-07-12,20
0,0,0,0,0,0,0,0,0,0,5,"Toyota",0,0,1,2015-07-12,20
0,1,0,0,0,0,1,0,0,0,62,"Toyota",0,0,0,2015-10-13,11
0,1,1,0,0,0,1,0,0,0,62,"Toyota",0,0,0,2015-10-13,11
0,0,0,0,0,0,1,0,0,0,62,"Toyota",0,0,0,2015-10-13,11
0,0,0,0,0,0,1,0,0,0,62,"Toyota",0,0,0,2015-10-13,11
0,1,0,0,0,0,0,0,0,0,60,"Toyota",1,1,0,2015-10-11,0
0,1,1,0,0,0,0,0,0,0,60,"Toyota",1,1,0,2015-10-11,0
0,0,0,0,0,0,0,1,0,0,10,"Toyota",0,0,0,2015-09-19,11
1,0,0,0,0,0,0,1,0,0,10,"Toyota",0,0,0,2015-09-19,11
0,0,0,0,0,0,0,1,0,0,10,"Toyota",0,0,0,2015-09-19,11
1,0,0,0,0,0,0,1,0,0,10,"Toyota",0,0,0,2015-09-19,11
0,0,0,1,0,0,0,0,0,0,85,"Toyota",1,0,0,2015-12-20,20
0,0,1,1,0,0,0,0,0,0,85,"Toyota",1,0,0,2015-12-20,20
0,0,0,1,0,0,0,0,0,0,85,"Toyota",1,0,0,2015-12-20,20
0,0,0,0,0,0,0,0,0,0,30,"Toyota",0,0,1,2015-08-13,14
1,0,0,0,0,0,0,0,0,0,30,"Toyota",0,0,1,2015-08-13,14
0,0,0,0,0,0,0,0,0,0,30,"Toyota",0,0,1,2015-08-13,14
1,0,0,0,0,0,0,0,0,0,30,"Toyota",0,0,1,2015-08-13,14
0,0,0,0,0,0,0,0,0,0,30,"Toyota",0,0,1,2015-08-13,14
1,0,0,0,0,0,0,0,0,0,30,"Toyota",0,0,1,2015-08-13,14
0,0,1,0,0,0,0,0,0,0,30,"Toyota",0,0,1,2015-08-13,14
1,0,1,0,0,0,0,0,0,0,30,"Toyota",0,0,1,2015-08-13,14
0,0,0,0,0,0,0,0,0,1,45,"Toyota",1,0,0,2015-04-25,1
0,0,0,0,0,0,0,0,0,1,45,"Toyota",1,0,0,2015-04-25,1
0,0,0,0,0,0,0,0,0,1,45,"Toyota",1,0,0,2015-04-25,1
0,1,0,0,0,0,0,0,0,0,25,"Toyota",1,0,1,2015-08-01,14
0,0,1,0,0,0,0,0,0,0,25,"Toyota",1,0,1,2015-08-01,14
0,0,0,0,0,0,0,0,0,0,25,"Toyota",1,0,1,2015-08-01,14
0,0,0,0,0,0,0,1,0,3,10,"Toyota",0,0,0,2015-12-15,13
0,0,0,0,0,0,0,1,0,3,10,"Toyota",0,0,0,2015-12-15,13
0,0,0,0,0,0,0,1,0,3,10,"Toyota",0,0,0,2015-12-15,13
0,0,0,0,0,0,0,1,0,3,10,"Toyota",0,0,0,2015-12-15,13
0,0,0,0,0,0,0,0,0,0,40,"Toyota",1,0,0,2015-09-13,17
1,0,0,0,0,0,0,0,0,0,40,"Toyota",1,0,0,2015-09-13,17
0,0,0,0,0,0,0,0,0,0,40,"Toyota",1,0,0,2015-09-13,17
1,0,0,0,0,0,0,0,0,0,40,"Toyota",1,0,0,2015-09-13,17
1,1,0,1,0,0,0,0,0,1,44,"Toyota",0,0,1,2015-02-10,15
1,0,0,1,0,0,0,0,0,1,44,"Toyota",0,0,1,2015-02-10,15
1,1,1,1,0,0,0,0,0,1,44,"Toyota",0,0,1,2015-02-10,15
0,0,0,1,0,0,0,0,0,0,0,"Toyota",0,0,1,2015-08-05,10
1,0,0,1,0,0,0,0,0,0,0,"Toyota",0,0,1,2015-08-05,10
0,0,0,1,0,0,0,0,0,0,0,"Toyota",0,0,1,2015-08-05,10
1,0,0,1,0,0,0,0,0,0,0,"Toyota",0,0,1,2015-08-05,10
0,0,0,1,0,0,0,0,0,0,0,"Toyota",0,0,1,2015-08-05,10
1,0,0,1,0,0,0,0,0,0,0,"Toyota",0,0,1,2015-08-05,10
1,0,0,0,0,0,0,1,0,0,55,"Toyota",0,1,0,2015-04-14,8
0,0,0,1,0,0,0,0,0,0,0,"Toyota",1,0,0,2015-08-18,18
1,0,0,1,0,0,0,0,0,0,0,"Toyota",1,0,0,2015-08-18,18
0,0,0,1,0,0,0,0,0,0,0,"Toyota",1,0,0,2015-08-18,18
1,0,0,1,0,0,0,0,0,0,0,"Toyota",1,0,0,2015-08-18,18
0,0,0,1,0,0,0,0,0,0,0,"Toyota",1,0,0,2015-08-18,18
1,0,0,1,0,0,0,0,0,0,0,"Toyota",1,0,0,2015-08-18,18
0,0,0,1,0,0,0,0,0,0,0,"Toyota",1,0,0,2015-08-18,18
1,0,0,1,0,0,0,0,0,0,0,"Toyota",1,0,0,2015-08-18,18
0,0,0,0,0,0,0,0,0,0,30,"Toyota",0,1,1,2015-07-24,15
1,0,0,0,0,0,0,0,0,0,30,"Toyota",0,1,1,2015-07-24,15
0,0,0,0,0,0,0,0,0,0,30,"Toyota",0,1,1,2015-07-24,15
1,0,0,0,0,0,0,0,0,0,30,"Toyota",0,1,1,2015-07-24,15
0,0,0,0,0,0,0,0,0,0,30,"Toyota",0,1,1,2015-07-24,15
1,0,0,0,0,0,0,0,0,0,30,"Toyota",0,1,1,2015-07-24,15
0,0,0,1,0,0,0,0,0,0,70,"Toyota",1,1,0,2015-09-26,21
0,0,0,1,1,0,0,0,0,0,70,"Toyota",1,1,0,2015-09-26,21
0,0,0,1,1,0,0,0,0,0,70,"Toyota",1,1,0,2015-09-26,21
1,0,1,1,0,0,0,0,0,0,60,"Toyota",1,0,0,2015-02-11,23
1,0,1,1,0,0,0,0,0,0,60,"Toyota",1,0,0,2015-02-11,23
1,0,0,1,0,0,0,0,0,0,60,"Toyota",1,0,0,2015-02-11,23
1,0,0,1,0,0,0,0,0,0,60,"Toyota",1,0,0,2015-02-11,23
1,0,0,1,0,0,0,0,0,0,60,"Toyota",1,0,0,2015-02-11,23
0,0,0,1,0,0,0,0,0,0,45,"Toyota",0,0,0,2015-04-15,17
1,0,0,1,0,0,0,0,0,0,45,"Toyota",0,0,0,2015-04-15,17
0,1,1,1,0,0,0,0,0,0,45,"Toyota",0,0,0,2015-04-15,17
1,1,1,1,0,0,0,0,0,0,45,"Toyota",0,0,0,2015-04-15,17
0,0,0,0,0,0,0,0,0,0,10,"Toyota",0,0,0,2015-06-11,14
1,0,0,0,0,0,0,0,0,0,10,"Toyota",0,0,0,2015-06-11,14
0,0,0,0,0,0,0,0,0,0,10,"Toyota",0,0,0,2015-06-11,14
1,0,0,0,0,0,0,0,0,0,10,"Toyota",0,0,0,2015-06-11,14
0,0,1,0,0,0,0,0,0,0,10,"Toyota",0,0,0,2015-06-11,14
