"Distracted","Drugs","NoRestraint","MultiFatality","Fire","HitAndRun","Speeding","previous_recorded_crashes","previous_dwi_convictions","previous_recorded_suspensions_and_revocations","travel_speed","Makers","DrunkDrivers","Incl_Weather","Intersection","date_of_crash","hour_of_crash"
0,0,0,0,0,0,1,0,0,0,116,"GM",0,0,0,2015-10-12,18
0,0,0,0,0,0,1,0,0,0,116,"GM",0,0,0,2015-10-12,18
0,1,0,0,0,0,1,0,0,0,116,"GM",0,0,0,2015-10-12,18
0,1,1,0,0,0,1,1,0,2,99,"GM",1,0,0,2015-08-28,1
0,0,0,0,0,0,1,1,0,2,99,"GM",1,0,0,2015-08-28,1
0,0,0,0,0,0,0,1,0,0,15,"GM",0,0,0,2015-03-24,14
1,0,0,0,0,0,0,1,0,0,15,"GM",0,0,0,2015-03-24,14
0,0,0,0,0,0,0,1,0,0,15,"GM",0,0,0,2015-03-24,14
1,0,0,0,0,0,0,1,0,0,15,"GM",0,0,0,2015-03-24,14
0,0,0,0,0,0,0,0,0,0,35,"GM",0,1,0,2015-09-22,13
1,0,0,0,0,0,0,0,0,0,35,"GM",0,1,0,2015-09-22,13
0,0,0,0,0,0,0,0,0,0,35,"GM",0,1,0,2015-09-22,13
1,0,0,0,0,0,0,0,0,0,35,"GM",0,1,0,2015-09-22,13
0,0,1,0,0,0,0,0,0,0,65,"GM",1,0,0,2015-08-13,9
1,0,1,0,0,0,0,0,0,0,65,"GM",1,0,0,2015-08-13,9
0,0,0,0,0,0,0,0,0,0,65,"GM",1,0,0,2015-08-13,9
1,0,0,0,0,0,0,0,0,0,65,"GM",1,0,0,2015-08-13,9
0,0,0,0,0,0,0,0,0,0,65,"GM",1,0,0,2015-08-13,9
1,0,0,0,0,0,0,0,0,0,65,"GM",1,0,0,2015-08-13,9
0,0,1,0,0,0,0,0,0,0,58,"GM",0,0,1,2015-10-11,15
0,0,0,0,0,0,0,0,0,0,58,"GM",0,0,1,2015-10-11,15
0,1,0,0,0,0,0,0,0,0,11,"GM",0,0,0,2015-10-20,10
0,0,0,0,0,0,0,0,0,0,11,"GM",0,0,0,2015-10-20,10
0,0,0,1,0,0,0,0,0,0,150,"GM",1,0,0,2015-05-29,14
1,0,0,1,0,0,0,0,0,0,150,"GM",1,0,0,2015-05-29,14
0,0,1,1,0,0,0,0,0,0,150,"GM",1,0,0,2015-05-29,14
1,0,1,1,0,0,0,0,0,0,150,"GM",1,0,0,2015-05-29,14
0,0,0,1,0,0,0,0,0,0,150,"GM",1,0,0,2015-05-29,14
1,0,0,1,0,0,0,0,0,0,150,"GM",1,0,0,2015-05-29,14
0,0,0,0,0,0,0,0,0,0,45,"GM",0,0,1,2015-03-03,5
0,0,0,0,0,0,0,0,0,0,45,"GM",0,0,1,2015-03-03,5
0,0,0,0,0,0,0,0,0,0,62,"GM",1,0,0,2015-01-10,23
0,0,0,0,0,0,0,1,0,1,25,"GM",1,0,1,2015-10-15,23
1,0,0,0,0,0,0,1,0,1,25,"GM",1,0,1,2015-10-15,23
0,0,0,0,0,0,0,1,0,1,25,"GM",1,0,1,2015-10-15,23
1,0,0,0,0,0,0,1,0,1,25,"GM",1,0,1,2015-10-15,23
0,0,0,0,0,0,0,1,0,1,25,"GM",1,0,1,2015-10-15,23
1,0,0,0,0,0,0,1,0,1,25,"GM",1,0,1,2015-10-15,23
0,0,0,0,0,0,0,0,0,0,70,"GM",0,1,0,2015-10-30,15
0,0,0,0,0,0,0,0,0,0,70,"GM",0,1,0,2015-10-30,15
0,0,0,0,0,0,0,1,0,0,50,"GM",0,0,1,2015-10-22,12
0,0,0,0,0,0,0,1,0,0,50,"GM",0,0,1,2015-10-22,12
0,0,1,0,0,0,0,1,0,0,50,"GM",0,0,1,2015-10-22,12
1,0,1,0,0,0,0,0,0,0,55,"GM",0,0,0,2015-10-14,5
1,0,0,0,0,0,0,0,0,0,55,"GM",0,0,0,2015-10-14,5
1,0,0,0,0,0,0,0,0,0,0,"GM",0,0,1,2015-05-10,17
1,0,0,0,0,0,0,0,0,0,0,"GM",0,0,1,2015-05-10,17
1,0,1,0,0,0,0,0,0,0,0,"GM",0,0,1,2015-05-10,17
0,0,0,0,0,0,0,0,0,0,40,"GM",0,0,0,2015-10-11,22
1,0,0,0,0,0,0,0,0,0,40,"GM",0,0,0,2015-10-11,22
0,0,0,0,0,0,0,0,0,0,40,"GM",0,0,0,2015-10-11,22
1,0,0,0,0,0,0,0,0,0,40,"GM",0,0,0,2015-10-11,22
0,0,1,0,0,0,0,0,0,0,40,"GM",0,0,0,2015-10-11,22
1,0,1,0,0,0,0,0,0,0,40,"GM",0,0,0,2015-10-11,22
0,0,1,0,0,0,0,0,0,0,40,"GM",0,0,0,2015-10-11,22
1,0,1,0,0,0,0,0,0,0,40,"GM",0,0,0,2015-10-11,22
1,0,0,0,0,0,0,0,0,0,40,"GM",0,0,0,2015-08-26,13
1,0,0,0,0,0,0,0,0,0,40,"GM",0,0,0,2015-08-26,13
0,0,0,0,0,0,0,0,0,0,0,"GM",0,0,0,2015-08-18,19
0,0,0,0,0,0,0,0,0,0,0,"GM",0,0,0,2015-08-18,19
0,0,1,1,0,0,0,2,0,0,65,"GM",0,0,0,2015-04-03,6
0,0,0,1,0,0,0,2,0,0,65,"GM",0,0,0,2015-04-03,6
0,0,0,1,0,0,0,2,0,0,65,"GM",0,0,0,2015-04-03,6
0,0,1,1,0,0,0,2,0,0,65,"GM",0,0,0,2015-04-03,6
0,1,1,0,0,0,0,0,0,0,0,"GM",0,0,1,2015-01-17,17
0,0,1,0,0,0,0,0,0,0,0,"GM",0,0,1,2015-01-17,17
0,0,0,0,0,0,0,0,0,0,0,"GM",0,0,1,2015-01-17,17
0,0,1,0,0,0,0,0,0,0,60,"GM",1,1,0,2015-01-25,1
0,0,0,0,0,0,0,0,0,0,60,"GM",1,1,0,2015-01-25,1
0,0,0,0,0,0,0,0,0,0,20,"GM",0,0,1,2015-12-08,8
0,0,0,0,0,0,0,0,0,0,20,"GM",0,0,1,2015-12-08,8
0,0,1,0,0,0,0,0,0,0,5,"GM",0,0,1,2015-08-18,12
0,0,0,0,0,0,0,0,0,0,5,"GM",0,0,1,2015-08-18,12
0,0,0,0,0,0,0,0,0,0,40,"GM",0,0,0,2015-05-21,15
1,0,0,0,0,0,0,0,0,0,40,"GM",0,0,0,2015-05-21,15
0,0,0,0,0,0,0,0,0,0,40,"GM",0,0,0,2015-05-21,15
1,0,0,0,0,0,0,0,0,0,40,"GM",0,0,0,2015-05-21,15
0,0,0,0,0,0,0,0,0,0,40,"GM",0,0,0,2015-05-21,15
1,0,0,0,0,0,0,0,0,0,40,"GM",0,0,0,2015-05-21,15
0,0,0,0,0,0,0,0,0,0,10,"GM",1,0,1,2015-01-28,14
0,0,0,0,0,0,0,0,0,0,10,"GM",1,0,1,2015-01-28,14
0,0,0,0,0,0,0,0,0,0,45,"GM",0,0,0,2015-04-11,18
0,0,0,0,0,0,0,0,0,0,45,"GM",0,0,0,2015-04-11,18
0,0,0,0,0,0,0,0,0,0,11,"GM",0,0,0,2015-11-24,12
0,0,0,0,0,0,0,0,0,0,11,"GM",0,0,0,2015-11-24,12
0,0,0,0,0,0,0,0,0,0,11,"GM",0,0,0,2015-11-24,12
0,0,0,0,0,0,0,0,0,0,10,"GM",0,0,1,2015-09-06,20
0,0,0,0,0,0,0,0,0,0,10,"GM",0,0,1,2015-09-06,20
0,0,0,0,0,0,1,0,0,0,55,"GM",0,1,0,2015-03-25,7
1,0,0,0,0,0,1,0,0,0,55,"GM",0,1,0,2015-03-25,7
1,0,0,0,0,0,1,0,0,0,55,"GM",0,1,0,2015-03-25,7
0,0,1,0,0,0,1,0,0,0,55,"GM",0,1,0,2015-03-25,7
1,0,1,0,0,0,1,0,0,0,55,"GM",0,1,0,2015-03-25,7
1,0,1,0,0,0,1,0,0,0,55,"GM",0,1,0,2015-03-25,7
0,0,0,0,0,0,0,0,0,0,60,"GM",0,0,0,2015-05-01,16
0,0,0,0,0,0,0,0,0,0,60,"GM",0,0,0,2015-05-01,16
0,0,0,0,0,0,0,0,0,0,60,"GM",0,0,0,2015-05-01,16
0,0,0,0,0,0,0,0,0,0,15,"GM",1,1,1,2015-08-27,16
1,0,0,0,0,0,0,0,0,0,15,"GM",1,1,1,2015-08-27,16
0,0,0,0,0,0,0,0,0,0,15,"GM",1,1,1,2015-08-27,16
1,0,0,0,0,0,0,0,0,0,15,"GM",1,1,1,2015-08-27,16
0,0,1,0,0,0,1,1,0,1,40,"GM",0,0,0,2015-05-27,6
0,0,0,0,0,0,1,1,0,1,40,"GM",0,0,0,2015-05-27,6
0,0,0,0,0,0,1,1,0,1,40,"GM",0,0,0,2015-05-27,6
0,0,0,0,0,0,0,0,0,0,40,"GM",0,0,1,2015-06-24,18
0,0,0,0,0,0,0,0,0,0,10,"GM",0,0,1,2015-01-06,7
0,0,0,0,0,0,0,2,0,0,30,"GM",0,0,1,2015-04-20,17
1,1,0,0,0,0,0,0,0,0,55,"GM",1,0,1,2015-01-13,19
1,0,0,0,0,0,0,0,0,0,55,"GM",1,0,1,2015-01-13,19
0,0,0,0,0,0,0,0,0,0,40,"GM",0,1,1,2015-07-10,16
0,0,0,0,1,0,0,1,0,1,40,"GM",0,0,1,2015-09-10,15
1,0,0,0,1,0,0,1,0,1,40,"GM",0,0,1,2015-09-10,15
0,0,0,0,0,0,0,1,0,1,40,"GM",0,0,1,2015-09-10,15
1,0,0,0,0,0,0,1,0,1,40,"GM",0,0,1,2015-09-10,15
0,0,1,0,0,0,0,1,0,1,40,"GM",0,0,1,2015-09-10,15
1,0,1,0,0,0,0,1,0,1,40,"GM",0,0,1,2015-09-10,15
0,0,0,0,1,0,0,1,0,1,40,"GM",0,0,1,2015-09-10,15
1,0,0,0,1,0,0,1,0,1,40,"GM",0,0,1,2015-09-10,15
1,1,0,0,0,0,0,0,0,0,20,"GM",1,0,1,2015-10-30,22
1,0,1,0,0,0,0,0,0,0,20,"GM",1,0,1,2015-10-30,22
1,0,1,0,0,0,0,0,0,0,20,"GM",1,0,1,2015-10-30,22
0,0,0,0,0,0,1,0,0,0,45,"GM",0,1,0,2015-02-04,7
1,0,0,1,0,0,0,1,0,4,10,"GM",0,1,1,2015-06-03,6
1,0,0,1,0,0,0,1,0,4,10,"GM",0,1,1,2015-06-03,6
0,1,0,0,0,0,0,0,0,0,70,"GM",0,0,0,2015-03-08,23
0,0,1,0,0,0,0,0,0,0,70,"GM",0,0,0,2015-03-08,23
0,0,0,0,0,0,0,0,0,0,70,"GM",0,0,0,2015-03-08,23
0,0,1,0,1,0,0,0,0,0,62,"GM",1,1,0,2015-03-04,0
1,0,1,0,1,0,0,0,0,0,62,"GM",1,1,0,2015-03-04,0
0,0,0,0,0,0,0,0,0,0,62,"GM",1,1,0,2015-03-04,0
1,0,0,0,0,0,0,0,0,0,62,"GM",1,1,0,2015-03-04,0
0,1,0,0,0,0,0,1,0,1,65,"GM",1,1,0,2015-06-11,4
0,0,0,0,0,0,1,0,0,0,0,"GM",0,0,0,2015-06-27,3
0,0,1,0,0,0,1,0,0,0,0,"GM",0,0,0,2015-06-27,3
0,0,0,0,0,0,0,0,0,0,67,"GM",1,0,1,2015-07-09,22
0,1,0,0,0,0,1,0,0,0,60,"GM",1,0,1,2015-10-02,20
1,1,0,0,0,0,1,0,0,0,60,"GM",1,0,1,2015-10-02,20
0,0,0,0,0,0,1,0,0,0,60,"GM",1,0,1,2015-10-02,20
1,0,0,0,0,0,1,0,0,0,60,"GM",1,0,1,2015-10-02,20
0,0,0,0,0,0,0,0,0,0,0,"GM",0,0,0,2015-09-24,15
1,0,0,0,0,0,0,0,0,0,0,"GM",0,0,0,2015-09-24,15
0,1,1,0,0,0,1,0,0,0,102,"GM",0,0,0,2015-11-15,16
1,1,1,0,0,0,1,0,0,0,102,"GM",0,0,0,2015-11-15,16
0,0,0,0,0,0,1,0,0,0,102,"GM",0,0,0,2015-11-15,16
1,0,0,0,0,0,1,0,0,0,102,"GM",0,0,0,2015-11-15,16
0,0,0,0,0,0,1,0,0,0,102,"GM",0,0,0,2015-11-15,16
1,0,0,0,0,0,1,0,0,0,102,"GM",0,0,0,2015-11-15,16
0,0,1,0,0,0,1,0,0,0,102,"GM",0,0,0,2015-11-15,16
1,0,1,0,0,0,1,0,0,0,102,"GM",0,0,0,2015-11-15,16
0,0,1,0,0,0,1,0,0,0,40,"GM",0,0,1,2015-08-09,19
0,0,0,0,0,0,1,0,0,0,40,"GM",0,0,1,2015-08-09,19
0,0,0,0,0,0,1,0,0,0,40,"GM",0,0,1,2015-08-09,19
0,0,0,0,0,0,1,0,0,0,40,"GM",0,0,1,2015-08-09,19
0,0,0,0,0,0,0,0,0,0,40,"GM",1,0,0,2015-04-24,12
0,0,0,0,0,0,1,1,0,0,78,"GM",1,0,1,2015-03-29,18
0,1,0,0,0,0,0,0,0,0,82,"GM",1,0,0,2015-04-19,16
0,0,0,0,0,0,0,0,0,0,82,"GM",1,0,0,2015-04-19,16
0,1,0,0,0,0,0,0,0,0,35,"GM",0,1,1,2015-03-27,15
0,0,1,0,0,0,0,0,0,0,35,"GM",0,1,1,2015-03-27,15
0,0,0,0,0,0,0,0,0,0,35,"GM",0,1,1,2015-03-27,15
0,0,0,0,0,0,0,0,0,0,35,"GM",0,1,1,2015-03-27,15
0,0,0,0,0,0,0,0,0,0,50,"GM",0,1,0,2015-04-24,17
1,0,0,0,0,0,0,0,0,0,50,"GM",0,1,0,2015-04-24,17
0,0,0,0,0,0,0,0,0,0,50,"GM",0,1,0,2015-04-24,17
1,0,0,0,0,0,0,0,0,0,50,"GM",0,1,0,2015-04-24,17
0,1,0,0,0,0,1,1,0,0,85,"GM",0,0,1,2015-05-02,17
0,1,1,0,0,0,1,1,0,0,85,"GM",0,0,1,2015-05-02,17
0,0,0,0,0,0,1,1,0,0,85,"GM",0,0,1,2015-05-02,17
0,0,0,0,0,0,0,0,0,0,12,"GM",0,0,1,2015-03-27,7
0,0,0,0,0,0,0,0,0,0,12,"GM",0,0,1,2015-03-27,7
0,0,1,0,0,0,0,0,0,2,65,"GM",0,1,0,2015-07-14,13
0,0,0,0,0,0,0,0,0,2,65,"GM",0,1,0,2015-07-14,13
0,0,0,0,0,1,0,0,0,3,50,"GM",0,0,1,2015-11-01,3
0,0,1,0,0,1,0,0,0,3,50,"GM",0,0,1,2015-11-01,3
0,0,0,0,0,1,0,0,0,3,50,"GM",0,0,1,2015-11-01,3
0,0,0,0,0,1,0,0,0,3,50,"GM",0,0,1,2015-11-01,3
0,0,0,0,0,0,1,0,0,6,80,"GM",1,1,0,2015-03-11,19
0,0,1,0,0,0,1,0,0,6,80,"GM",1,1,0,2015-03-11,19
0,0,0,0,0,0,1,0,0,6,80,"GM",1,1,0,2015-03-11,19
0,0,0,0,0,0,0,0,0,0,10,"GM",0,0,0,2015-08-30,20
1,0,0,0,0,0,0,0,0,0,10,"GM",0,0,0,2015-08-30,20
0,0,0,0,0,0,0,0,0,0,10,"GM",0,0,0,2015-08-30,20
1,0,0,0,0,0,0,0,0,0,10,"GM",0,0,0,2015-08-30,20
0,1,0,0,0,0,0,0,0,0,10,"GM",0,0,0,2015-08-30,20
1,1,0,0,0,0,0,0,0,0,10,"GM",0,0,0,2015-08-30,20
0,0,0,0,0,0,0,0,0,0,10,"GM",0,0,0,2015-08-30,20
1,0,0,0,0,0,0,0,0,0,10,"GM",0,0,0,2015-08-30,20
0,0,1,1,0,0,0,0,0,0,5,"GM",1,0,0,2015-09-08,6
0,0,1,1,0,0,0,0,0,0,5,"GM",1,0,0,2015-09-08,6
0,0,0,0,0,0,0,1,0,0,55,"GM",0,1,1,2015-04-13,12
1,0,0,0,0,0,0,1,0,0,55,"GM",0,1,1,2015-04-13,12
0,0,1,0,0,0,0,1,0,0,55,"GM",0,1,1,2015-04-13,12
1,0,1,0,0,0,0,1,0,0,55,"GM",0,1,1,2015-04-13,12
0,0,0,0,0,0,1,0,0,0,80,"GM",1,0,0,2015-07-17,17
1,0,0,0,0,0,1,0,0,0,80,"GM",1,0,0,2015-07-17,17
0,0,0,0,0,0,1,0,0,0,80,"GM",1,0,0,2015-07-17,17
1,0,0,0,0,0,1,0,0,0,80,"GM",1,0,0,2015-07-17,17
0,0,0,0,0,0,1,0,0,0,80,"GM",1,0,0,2015-07-17,17
1,0,0,0,0,0,1,0,0,0,80,"GM",1,0,0,2015-07-17,17
0,0,1,0,0,0,1,1,0,2,108,"GM",1,0,0,2015-02-21,3
0,0,0,0,0,0,1,1,0,2,108,"GM",1,0,0,2015-02-21,3
0,0,0,0,0,0,0,1,0,0,45,"GM",1,0,1,2015-07-17,15
0,0,0,0,0,0,0,0,0,0,10,"GM",0,0,1,2015-05-11,7
0,0,1,0,0,0,0,0,0,1,0,"GM",1,1,0,2015-03-21,20
0,0,0,0,0,0,0,0,0,1,0,"GM",1,1,0,2015-03-21,20
0,0,0,0,0,0,0,0,0,1,0,"GM",1,1,0,2015-03-21,20
0,0,0,0,0,0,0,0,0,1,0,"GM",1,1,0,2015-03-21,20
0,0,0,0,0,0,0,0,0,1,0,"GM",1,1,0,2015-03-21,20
1,0,1,1,0,0,0,0,0,0,55,"GM",1,0,0,2015-12-31,16
1,1,0,1,1,0,0,0,0,0,55,"GM",1,0,0,2015-12-31,16
1,0,0,1,1,0,0,0,0,0,55,"GM",1,0,0,2015-12-31,16
0,0,0,1,0,0,1,1,0,22,86,"GM",1,0,1,2015-01-31,2
0,0,0,1,0,0,1,1,0,22,86,"GM",1,0,1,2015-01-31,2
0,0,1,1,0,0,1,1,0,22,86,"GM",1,0,1,2015-01-31,2
0,0,1,1,0,0,1,1,0,22,86,"GM",1,0,1,2015-01-31,2
0,0,0,1,0,0,1,1,0,22,86,"GM",1,0,1,2015-01-31,2
1,0,0,0,0,1,0,0,0,1,45,"GM",0,0,0,2015-12-03,22
1,0,0,0,0,1,0,0,0,1,45,"GM",0,0,0,2015-12-03,22
0,0,0,0,0,0,0,0,0,0,28,"GM",0,0,1,2015-01-20,12
0,0,0,0,0,0,0,0,0,0,28,"GM",0,0,1,2015-01-20,12
0,0,1,0,0,1,1,0,0,0,58,"GM",1,0,0,2015-06-18,23
0,0,0,0,0,1,1,0,0,0,58,"GM",1,0,0,2015-06-18,23
0,0,0,0,0,1,1,0,0,0,58,"GM",1,0,0,2015-06-18,23
0,0,0,0,0,0,0,0,0,0,45,"GM",0,0,1,2015-04-22,19
1,0,0,0,0,0,0,0,0,0,0,"GM",0,0,0,2015-03-04,15
1,0,0,0,0,0,0,0,0,0,0,"GM",0,0,0,2015-03-04,15
0,1,1,0,0,0,1,2,0,0,60,"GM",0,0,0,2015-03-17,15
0,0,0,0,0,0,1,2,0,0,60,"GM",0,0,0,2015-03-17,15
1,0,0,0,0,0,0,0,0,0,45,"GM",1,1,0,2015-02-09,19
1,0,0,0,0,0,0,0,0,0,45,"GM",1,1,0,2015-02-09,19
0,0,0,0,0,0,0,0,0,0,5,"GM",0,1,0,2015-06-08,14
0,0,0,0,0,0,0,0,0,0,5,"GM",0,1,0,2015-06-08,14
0,0,0,0,0,0,0,1,0,0,70,"GM",0,0,0,2015-02-03,11
0,0,0,0,0,0,0,1,0,0,70,"GM",0,0,0,2015-02-03,11
1,0,0,0,0,0,0,1,0,0,65,"GM",0,0,0,2015-05-05,15
0,0,0,1,0,0,0,0,0,0,65,"GM",1,0,0,2015-01-10,2
0,0,0,1,0,0,0,0,0,0,65,"GM",1,0,0,2015-01-10,2
0,0,0,1,0,0,0,0,0,0,65,"GM",1,0,0,2015-01-10,2
0,0,0,0,0,0,0,0,0,0,35,"GM",0,0,0,2015-02-15,12
0,0,0,0,0,0,0,0,0,0,35,"GM",0,0,0,2015-02-15,12
0,0,0,0,0,0,0,0,0,0,35,"GM",0,0,0,2015-02-15,12
0,0,0,1,0,0,1,0,0,0,45,"GM",0,1,1,2015-01-14,8
0,0,0,1,0,0,1,0,0,0,45,"GM",0,1,1,2015-01-14,8
0,0,1,1,0,0,1,0,0,0,45,"GM",0,1,1,2015-01-14,8
0,0,0,0,0,0,0,0,0,0,45,"GM",0,0,1,2015-02-19,19
0,0,0,0,0,0,0,0,0,0,45,"GM",0,0,1,2015-02-19,19
0,0,0,0,0,0,0,1,0,0,50,"GM",1,0,0,2015-10-01,14
0,0,0,0,0,0,0,1,0,0,50,"GM",1,0,0,2015-10-01,14
0,0,1,0,0,0,1,0,0,0,64,"GM",1,0,0,2015-04-05,14
0,0,1,0,0,0,1,0,0,0,64,"GM",1,0,0,2015-04-05,14
1,0,1,0,0,0,1,0,0,2,72,"GM",1,0,0,2015-05-16,4
0,0,1,0,0,0,1,0,0,0,75,"GM",0,0,0,2015-10-13,20
1,0,1,0,0,0,1,0,0,0,75,"GM",0,0,0,2015-10-13,20
0,0,0,0,0,0,1,0,0,0,75,"GM",0,0,0,2015-10-13,20
1,0,0,0,0,0,1,0,0,0,75,"GM",0,0,0,2015-10-13,20
0,0,1,0,0,0,1,1,0,0,55,"GM",1,0,0,2015-04-02,23
0,0,1,0,0,0,0,0,0,0,45,"GM",1,0,0,2015-11-15,3
1,0,1,0,0,0,0,0,0,0,30,"GM",0,0,0,2015-12-03,8
0,0,0,0,0,0,1,0,0,0,65,"GM",1,1,0,2015-09-02,21
0,0,1,0,0,0,1,0,0,0,65,"GM",1,1,0,2015-09-02,21
0,0,0,0,0,0,0,0,0,0,50,"GM",1,0,0,2015-07-23,20
0,0,1,1,0,0,1,0,0,1,70,"GM",1,1,0,2015-09-27,17
0,0,1,0,0,0,1,0,0,0,115,"GM",0,0,0,2015-04-14,16
0,0,0,0,0,0,1,0,0,0,115,"GM",0,0,0,2015-04-14,16
0,0,0,0,0,0,1,0,0,0,115,"GM",0,0,0,2015-04-14,16
0,0,1,0,0,0,1,0,0,0,55,"GM",1,0,0,2015-06-19,21
0,0,0,0,0,0,1,1,0,0,70,"GM",0,1,0,2015-04-19,10
0,0,1,0,0,0,1,0,0,0,80,"GM",1,0,0,2015-06-09,21
0,1,0,0,0,0,1,0,0,0,80,"GM",1,0,0,2015-06-09,21
0,0,0,0,0,0,0,0,0,0,65,"GM",0,1,0,2015-11-01,0
0,0,1,0,0,0,0,0,0,0,65,"GM",0,1,0,2015-11-01,0
0,0,0,0,0,0,1,0,0,0,40,"GM",0,1,0,2015-02-14,17
1,0,1,0,0,0,1,0,0,0,70,"GM",1,0,0,2015-09-20,18
0,0,0,0,0,0,0,0,0,0,60,"GM",0,0,0,2015-12-07,8
1,0,0,0,0,0,0,0,0,0,60,"GM",0,0,0,2015-12-07,8
0,0,0,0,0,0,0,0,0,0,60,"GM",0,0,0,2015-12-07,8
1,0,0,0,0,0,0,0,0,0,60,"GM",0,0,0,2015-12-07,8
0,0,0,0,0,0,0,0,0,0,60,"GM",0,0,0,2015-12-07,8
1,0,0,0,0,0,0,0,0,0,60,"GM",0,0,0,2015-12-07,8
1,0,1,0,0,0,0,0,0,2,45,"GM",0,1,0,2015-04-16,23
0,0,0,1,0,0,0,0,0,3,50,"GM",0,0,0,2015-11-08,16
0,0,1,1,0,0,0,0,0,3,50,"GM",0,0,0,2015-11-08,16
0,0,0,0,0,0,0,0,0,0,65,"GM",1,0,0,2015-06-05,19
0,0,0,0,0,0,0,0,0,0,65,"GM",1,0,0,2015-06-05,19
1,0,0,0,0,0,1,1,0,0,97,"GM",1,0,0,2015-09-05,11
0,0,0,0,0,0,1,0,0,0,80,"GM",1,1,0,2015-04-13,19
0,1,0,0,0,0,1,0,0,0,100,"GM",1,0,0,2015-01-24,15
0,0,0,0,0,0,1,0,0,0,100,"GM",1,0,0,2015-01-24,15
0,0,1,0,0,0,1,0,0,0,80,"GM",1,0,0,2015-03-14,21
0,0,1,0,0,0,1,1,0,3,98,"GM",1,0,0,2015-04-05,3
0,0,0,0,0,0,1,0,0,0,90,"GM",0,1,0,2015-04-07,21
0,0,0,0,0,0,1,0,0,0,90,"GM",0,1,0,2015-04-07,21
1,1,0,0,0,0,0,1,0,0,45,"GM",1,1,0,2015-07-15,18
0,0,0,0,0,0,0,1,0,0,65,"GM",0,0,0,2015-04-06,5
0,0,1,0,0,0,0,1,0,0,65,"GM",0,0,0,2015-04-06,5
1,0,1,0,0,0,0,0,0,0,45,"GM",0,0,1,2015-10-30,23
0,0,0,0,0,0,1,2,0,0,78,"GM",1,0,0,2015-04-16,18
1,0,1,1,0,0,0,1,0,1,70,"GM",0,0,0,2015-10-29,0
1,0,0,1,0,0,0,1,0,1,70,"GM",0,0,0,2015-10-29,0
1,0,1,0,0,0,1,1,0,0,100,"GM",1,0,0,2015-03-23,2
1,0,1,1,0,0,1,0,0,0,65,"GM",0,0,0,2015-11-22,2
1,0,1,1,0,0,1,0,0,0,65,"GM",0,0,0,2015-11-22,2
1,0,0,1,1,0,1,0,0,1,40,"GM",0,0,0,2015-10-11,11
0,1,0,0,1,0,0,0,0,3,55,"GM",1,0,0,2015-07-05,3
0,0,0,0,1,0,0,0,0,3,55,"GM",1,0,0,2015-07-05,3
1,0,1,1,0,0,1,1,0,0,70,"GM",1,0,0,2015-10-29,1
0,0,1,0,0,0,1,0,0,0,120,"GM",0,0,0,2015-01-17,23
0,0,0,0,0,0,1,0,0,0,120,"GM",0,0,0,2015-01-17,23
0,0,0,0,0,0,1,0,0,0,60,"GM",0,1,0,2015-04-20,18
1,0,0,0,0,0,1,1,0,0,85,"GM",1,1,0,2015-11-22,4
0,0,0,0,0,0,1,0,0,0,99,"GM",1,0,0,2015-06-19,2
1,1,1,0,0,0,1,1,0,0,80,"GM",1,0,0,2015-01-22,19
0,0,1,0,0,0,0,0,0,0,85,"GM",0,0,0,2015-02-04,12
1,0,1,0,0,0,0,0,0,0,60,"GM",1,0,0,2015-05-28,22
0,0,1,0,0,0,1,0,0,0,76,"GM",1,0,0,2015-06-13,1
0,0,1,0,0,0,1,0,0,0,76,"GM",1,0,0,2015-06-13,1
1,0,0,0,0,0,1,0,0,0,71,"GM",1,0,0,2015-08-14,7
0,0,0,0,0,0,0,0,0,0,60,"GM",0,0,0,2015-03-20,10
1,0,0,0,0,0,1,0,0,0,75,"GM",0,0,0,2015-04-06,14
1,0,0,0,0,0,1,0,0,0,75,"GM",0,0,0,2015-04-06,14
1,0,0,0,0,0,0,0,0,0,60,"GM",0,0,0,2015-09-03,6
0,0,1,0,0,0,0,0,0,0,55,"GM",0,0,0,2015-07-20,12
1,0,1,0,0,0,1,0,0,0,90,"GM",1,0,0,2015-08-05,18
0,0,0,0,0,0,0,0,0,0,65,"GM",0,1,0,2015-01-26,10
0,0,0,0,0,0,0,0,0,0,65,"GM",0,1,0,2015-01-26,10
0,1,1,0,0,0,0,0,0,0,25,"GM",1,0,0,2015-10-14,21
1,1,1,0,0,0,0,0,0,0,25,"GM",1,0,0,2015-10-14,21
0,0,0,0,0,0,0,0,0,0,25,"GM",1,0,0,2015-10-14,21
1,0,0,0,0,0,0,0,0,0,25,"GM",1,0,0,2015-10-14,21
0,0,0,0,0,0,0,0,0,0,25,"GM",1,0,0,2015-10-14,21
1,0,0,0,0,0,0,0,0,0,25,"GM",1,0,0,2015-10-14,21
0,0,0,0,0,0,0,0,0,0,25,"GM",1,0,0,2015-10-14,21
1,0,0,0,0,0,0,0,0,0,25,"GM",1,0,0,2015-10-14,21
0,0,1,0,0,0,0,0,0,0,3,"GM",0,0,1,2015-10-07,20
1,0,1,0,0,0,0,0,0,0,3,"GM",0,0,1,2015-10-07,20
0,0,0,0,0,0,0,0,0,0,3,"GM",0,0,1,2015-10-07,20
1,0,0,0,0,0,0,0,0,0,3,"GM",0,0,1,2015-10-07,20
0,0,1,0,0,0,0,0,0,0,3,"GM",0,0,1,2015-10-07,20
